ID,MATS3p,SM10_AEA(dm),GATS7s,F07[N-O],VE1sign_Dz(v),VE3sign_D/Dt,P_VSA_charge_4,CATS2D_09_DA,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),SM5_X,P_VSA_charge_7,CATS2D_04_AA,CATS2D_05_DL,H-052,CATS2D_09_AA,F05[N-N],SpDiam_AEA(ed),VE1sign_B(p),MATS3m,F10[O-O],P_VSA_LogP_5,Eig04_AEA(bo),nN(CO)2,CATS2D_03_DL,s2_numRotBonds,P_VSA_LogP_4,Mv,IC1,MATS2m,MATS2p,GATS6i,P_VSA_charge_2,Eig03_AEA(ed),CATS2D_05_DA,GATS2p,C-016,s2_pathLength,GATS8i
Skilling_2018_5c,0.06312625462045435,1.0000000000000004,0.03492798984745038,0.0,0.362648908531906,0.8567904067216495,1.0,0.2,0.0,0.25,0.3788440928169372,2.6478819137309983e-14,0.20621117144719892,0.5714285714285714,0.6666666666666666,0.5,0.0,0.0,0.7303256108072067,0.5569247159433992,0.7172316662413519,1.0,0.825029930653126,0.368642062826563,0.0,0.0,0.19047619047619027,0.18413000334500823,0.4734667182554979,0.7171397926541578,0.6373752687794908,0.6008818439676105,0.006651570009980734,0.17540993639130253,0.4543235815998363,0.0,0.45218021149187226,1.0,0.2727272727272727,0.4865309732893226
Skilling_2018_6a,0.4070262856623456,0.9999999999400173,0.0,0.0,0.5035955585195768,0.8980090531508867,1.0,0.2,0.0,0.75,0.0,1.4349632593280148e-14,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,1.0000000000000004,0.5519950048061464,0.9937804971764579,0.5,0.6725810830252303,0.34885684815371,0.0,0.5,0.19047619047619027,0.18413000334500823,0.067766276699885,0.22635521865066055,0.35283198887151257,0.05557251344063918,0.021398284111064036,0.17540993639130253,0.454275632307537,0.0,0.9498201854653279,1.0,0.2727272727272727,0.43580952301117803
Skilling_2018_6b,0.4058491755912402,0.9999999999400173,0.03512780540347937,0.0,0.5089480788405811,0.900314843618014,1.0,0.2,0.0,0.75,0.035410348974444616,0.0,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,0.9980098081597153,0.5524820555434191,1.0,0.5,0.6725810830252303,0.3488568286235907,0.0,0.5,0.19047619047619027,0.18413000334500823,0.11268377151862108,0.3136992397871965,0.3853224830038117,0.08286484399223659,0.029985853543473162,0.17540993639130253,0.4542756323075441,0.0,0.9172028695906489,1.0,0.2727272727272727,0.44518123753826266
Skilling_2018_6c,0.40234866085013826,0.9999999999400173,0.1440525023063346,0.0,0.4909772482332118,0.8918414572453115,1.0,0.2,0.0,0.75,0.12122020349378104,1.3711254354120683e-14,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,0.9894736306463394,0.553519405849145,0.9972564706425903,0.5,0.6725810830252303,0.34885424841417434,0.0,0.5,0.19047619047619027,0.18413000334500823,0.23088770525214652,0.5197898014091744,0.4533036873739258,0.15835080068366236,0.07761751533398664,0.17540993639130253,0.4542756323012185,0.0,0.8281916012251287,1.0,0.2727272727272727,0.4920136291760788
Skilling_2018_6d,0.39961595750439377,0.9999999999400173,0.23458241786946255,0.0,0.45440109420818364,0.8789643820050733,1.0,0.2,0.0,0.75,0.17420955173676766,1.6903145549918008e-14,0.26136472885227463,0.4285714285714285,0.6666666666666666,1.0,0.0,0.0,0.9790422431487014,0.5543277189045668,0.978904734703525,0.5,0.6725810830252303,0.34882820565806183,0.0,0.5,0.19047619047619027,0.18413000334500823,0.3108491898365848,0.6389473062407411,0.48590385158685145,0.21257003072713743,0.13144710045935426,0.17540993639130253,0.454275631442262,0.0,0.7652437993018775,1.0,0.2727272727272727,0.5642684464641019
Skilling_2018_6e,0.3956788808793082,0.9999999999399929,0.32993294340783774,0.0,0.3850199580610215,0.8601151024719147,1.0,0.2,0.0,0.5,0.2368312709286311,2.453592884421596e-14,0.26136472885227463,0.4285714285714285,0.3333333333333333,1.0,0.0,0.0,0.9546686714741175,0.5566770887932402,0.9345764024280334,0.5,0.6725810830252303,0.34854023815799495,0.0,0.5,0.19047619047619027,0.18413000334500823,0.4121337369768625,0.7629632535995459,0.5123899669526473,0.285121360238636,0.2610635752492261,0.17540993639130253,0.4542755140250385,0.0,0.6821543943571946,1.0,0.2727272727272727,0.5720354210116376
Nuthanakanti_2020_3a,0.24962426124571674,0.2824475313925281,0.5543575313361155,0.16666666666666666,0.4789630976129929,0.9256608586562612,0.0,0.2,1.0,0.75,0.36553616731150385,0.04664630641428516,0.24719747713255838,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4470595244456663,0.44106464315998584,0.8000134128699614,0.0,0.1965981367147225,0.5811646765865555,1.0,0.5,0.0,0.43832451570472314,0.0803793875311456,0.15046555211702062,0.3527079894264125,0.2098715880820889,0.3231280553139655,0.5927893141780098,0.5107460458623319,0.33333333333333337,0.8359352563513687,0.0,0.09090909090909083,0.5152930442820909
Nuthanakanti_2020_3b,0.26662039605046284,0.2824475313925281,0.5097753232378532,0.16666666666666666,0.4817312170061715,0.9224093445746264,0.0,0.2,1.0,0.75,0.3081838444248337,0.04664630641426795,0.24719747713255838,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4501967673736824,0.4406229666630008,0.8075826397106758,0.0,0.1965981367147225,0.5811646840274869,1.0,0.5,0.0,0.43832451570472314,0.03688643126429714,0.07118035637839948,0.31406027585078505,0.17047699639986486,0.32165484297045843,0.5927893141780098,0.5107460458623319,0.33333333333333337,0.8759447418515651,0.0,0.09090909090909083,0.5230608589493786
Nuthanakanti_2020_3c,0.2804962482719932,0.2824475313925281,0.4740162221783446,0.16666666666666666,0.4789650352501585,0.9166833841895118,0.0,0.2,1.0,0.75,0.2574594434351276,0.04664630641430109,0.24719747713255838,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.45218377326183523,0.4401812773237699,0.8107040786645051,0.0,0.1965981367147225,0.5811646843850617,1.0,0.5,0.0,0.43832451570472314,0.0,0.0,0.27866126444824774,0.13781386257393013,0.3209307997882651,0.5927893141780098,0.5107460458623319,0.33333333333333337,0.9093747014308078,0.0,0.09090909090909083,0.5296877986327195
Nuthanakanti_2020_4a,0.36112976556958976,0.27249497229548236,0.4862984757107809,0.16666666666666666,0.4245958258738403,0.9293894072345724,0.0,0.2,1.0,0.5,0.2238436205520422,0.04664630641427303,0.055153557405076575,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4421338496759821,0.9561961487595116,0.7955526636393063,0.0,0.15244884762789576,0.45020159610930754,1.0,0.0,0.0,0.43832451570472314,0.1051839641520882,0.19126864434341728,0.25186099377650617,0.0466940328058727,0.426217163971113,0.5927893141780098,0.21228114720856572,0.33333333333333337,0.94152303367441,1.0,0.09090909090909083,0.5019088102517566
Nuthanakanti_2020_4b,0.3670518091409207,0.27249497229550723,0.43731691516406546,0.16666666666666666,0.4281685721207945,0.9247081179183283,0.0,0.2,1.0,0.5,0.17321002947402597,0.04664630641428452,0.055153557405076575,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4452710925713128,0.9555351840746742,0.8016442056386955,0.0,0.15244884762789576,0.45020160058625436,1.0,0.0,0.0,0.43832451570472314,0.057700917477719216,0.10658658844592139,0.22178470739735806,0.021029153920842814,0.41339834604197145,0.5927893141780098,0.21228114720949698,0.33333333333333337,0.9735039386337703,1.0,0.09090909090909083,0.5114680502578475
Nuthanakanti_2020_4c,0.3718309272510759,0.27249497229548236,0.398688957406923,0.16666666666666666,0.4262614599567123,0.9178895705605731,0.0,0.2,1.0,0.5,0.1286408992973751,0.0466463064142533,0.055153557405076575,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.44725809844274567,0.9548741332179098,0.8035557644954588,0.0,0.15244884762789576,0.45020160088784644,1.0,0.0,0.0,0.43832451570472314,0.017715193962456688,0.03093025044002151,0.19334347700855206,0.0,0.40362122565536396,0.5927893141780098,0.2122811472095183,0.33333333333333337,1.0000000000000004,1.0,0.09090909090909083,0.51949146351599
Seela_2011_1,0.2883390306987611,0.5178609238124015,0.4050869187435875,0.33333333333333337,0.044833804659977786,0.8257599534959749,0.3567656072728172,1.0,0.0,0.5,0.8982526680016498,0.67499621603031,0.06932080912479349,0.8571428571428571,0.0,0.0,0.5714285714285714,1.0,0.47533460244042525,0.13685916810578957,0.5349250982066744,0.0,0.32491017316488086,0.8444273033601202,0.0,0.0,0.0,0.5085731853448905,0.8281939587125295,0.9099425966715593,0.2669461980812415,0.5761225007872203,0.12162724186147855,0.0,0.6697637611588965,0.33333333333333337,0.2849800366232391,0.0,0.1515151515151527,0.7764996015261825
Seela_2011_2,0.29152152890056804,0.5178609238124015,0.40030511734897334,0.33333333333333337,0.09976621277629161,0.8257599534959749,0.038037509598940034,0.8,0.0,0.5,0.88965812348094,0.67499621603031,0.06932080912479349,0.9999999999999999,0.0,0.0,0.42857142857142855,0.8,0.47533460244042525,0.1330405983641333,0.541405620961086,0.0,0.2867040576089743,0.8444273033601202,0.0,0.0,0.0,0.5085731853448905,0.8281939587125295,0.9371282611962064,0.30442843523875396,0.4806343760286437,0.507467207484464,0.0,0.6697637611588965,0.33333333333333337,0.3616517897606091,0.0,0.1515151515151527,0.6369146198100968
Seela_2011_3,0.34647796970742106,0.4530482889966474,0.45242086053545316,0.0,0.28174210087665486,0.7208843014834132,0.3567656072728172,0.4,0.0,0.75,0.6599367098426416,0.67499621603031,0.605381191661035,0.4285714285714285,0.3333333333333333,0.0,0.2857142857142857,0.0,0.4479199311931086,0.2650690880134642,0.6139772792032119,0.0,0.32491017316488086,0.8480302240105999,0.0,0.0,0.0,0.5085731853448905,0.688236397330658,0.9072038432457332,0.2858278538310078,0.43133010359756735,0.4580874435895961,0.0,0.5845139141112021,0.16666666666666666,0.3982885485557337,0.0,0.1515151515151527,0.7223555683781284
Seela_2011_4,0.07561516510711769,0.45305118516179244,0.4283495136513107,0.0,0.043924286197715476,0.6175595843506254,0.3567656072728172,0.4,0.0,0.5,0.6840136186288568,1.0,0.5092413285705986,0.9999999999999999,0.3333333333333333,0.0,1.0,0.2,0.43554114035035685,0.289691370214028,0.3080551114613702,0.0,0.47518756101811616,1.0,0.0,0.0,0.0,0.7517140472892367,0.8209614728972676,0.876562592565127,0.2280414849023813,0.6148442983321118,0.33205291968937134,0.02593016451001868,0.5845466292014825,0.16666666666666666,0.18706421884729396,0.0,0.1515151515151527,0.6291163868215928
Seela_2011_13,0.24567734968224425,0.5178609238124015,0.4528124349567286,0.33333333333333337,0.0041280257115372376,0.8257599534959749,0.0,1.0,0.0,0.75,0.8991568571319544,0.67499621603031,0.06932080912479349,0.4285714285714285,0.0,0.0,0.5714285714285714,1.0,0.47533460244042525,0.14614097130079173,0.4635688670456417,0.0,0.33255139627606217,0.8444273033601202,0.0,0.5,0.0,0.38655415499643847,0.8025258984891614,0.9177294267438318,0.22650832628357342,0.7632454620737232,0.1930673441680395,0.0,0.6697637611588965,0.16666666666666666,0.15584086171119083,0.0,0.1515151515151527,0.749723015004385
Jung_2005,0.13006520614694805,0.1422623564623624,0.8900631349034667,0.6666666666666666,0.017591993706645187,0.20880980401398375,0.3567656072728172,0.8,1.0,0.25,0.8958408921122505,0.5191761241608365,0.06932080912479349,0.7142857142857143,0.0,0.0,0.5714285714285714,0.8,0.23215643849443568,0.836735226239353,0.3725026206131472,0.0,0.08829857817365198,0.7194881496081802,1.0,0.0,0.0,0.20153420028495383,0.6555352096567724,0.8093487654810683,0.14664145320458685,0.5438661693381219,0.7061044811934245,0.4090129205982032,0.6460431930764496,0.33333333333333337,0.3695903106983103,0.0,0.18181818181818177,0.852469056093043
Sreenivasachary_2005,0.242063896288847,0.4072210291481664,0.4317319221756373,0.5,0.2847055810079872,0.4113689164783937,0.359388883796882,0.6000000000000001,1.0,0.0,0.8492773304568466,0.31303140900261384,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.4,0.26814570660150006,0.6155811975179921,0.5672291222573307,0.0,0.32942161857093333,0.5321356955325509,0.0,0.0,0.0,0.5082100303243231,0.7167933724227424,0.9513711979618225,0.2908095344439812,0.71338493931835,0.14571827192537823,0.731083524898109,0.7020178798399961,0.9999999999999999,0.479721107004659,0.0,0.09090909090909083,0.664262699568406
Buerkle_2009_b,0.774966698462306,0.456241380876206,0.36102574478289884,0.9999999999999999,0.30069209729625057,0.9501825937866287,0.359388883796882,0.8,1.0,0.0,0.7741215252599805,0.3130314090026106,0.0,0.5714285714285714,0.0,0.0,0.7142857142857142,0.2,0.14837308367620317,0.5900360241868157,0.0,0.5,0.786768161454622,0.5499413650174918,0.0,0.0,1.0,1.0,0.7024848795356933,0.5932598833420504,0.8942663910502897,0.6560567563924875,0.23542408163920125,1.0,0.6287130420972113,0.0,0.2808963735419958,0.0,1.0,0.6016625990421633
Buerkle_2012_8BrG,0.7200060823098748,0.5155213861476766,0.3765035649455515,0.5,0.309471740566441,0.44843048369023153,0.359388883796882,0.6000000000000001,1.0,0.5,0.43224072021599724,0.22668775539751615,0.9999999999999999,0.5714285714285714,0.6666666666666666,0.0,0.14285714285714285,0.2,0.3198629058153597,0.7377633422566563,0.6605385660030112,0.0,0.3598763532814668,0.5116565186478792,0.0,0.0,0.14285714285714285,0.14032042604096046,0.9325007614097611,0.7944060685210652,0.38084103124503943,0.4007131806801455,0.4710822269966828,0.37393093331994315,0.6677325660058742,0.6666666666666666,0.05614867131692858,0.0,0.09090909090909083,0.614877231325268
Buerkle_2012_8OMeG,0.2593697519363488,0.5388951177869599,0.6291757881736639,0.5,0.30060087945105596,0.041202412864252747,0.7187777675937619,0.6000000000000001,1.0,0.0,0.5280185576864653,0.22668775539753847,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.2,0.32991533597414957,0.7410393020576467,0.6788012382820598,0.0,0.5426534571163113,0.5116598226349178,0.0,0.0,0.14285714285714285,0.14032042604096046,0.5820440105727407,0.7443149172133108,0.462518631784564,1.0,0.34472027501617086,0.3581694607746371,0.6824857633241193,0.9999999999999999,0.2175932201476103,0.0,0.09090909090909083,0.4338960734244586
Buerkle_2012_8BrTAcG,1.0,0.554991420728792,0.35241415725798797,0.9999999999999999,0.3703611976940555,0.946421532660433,0.359388883796882,0.8,1.0,0.25,0.5681009720418082,0.22668775539753847,0.9999999999999999,0.5714285714285714,0.3333333333333333,0.0,0.7142857142857142,0.2,0.2123494439764384,0.6787969827083644,0.47204299797468274,0.5,0.8172228961651554,0.5563977625650538,0.0,0.0,1.0,0.8506913723002725,0.8964761671398502,0.5932598833420504,0.6018201364790522,0.5547617975410322,0.27280884047694176,1.0,0.6989523458671503,0.0,0.0238119260384706,0.0,1.0,0.5973678884973286
Buerkle_2012_8OMeTAcG,0.7138133069114305,0.5743499170475004,0.40764061819932773,0.9999999999999999,0.36449935965088703,0.9038879118350689,0.7187777675937619,0.8,1.0,0.0,0.6351020902410376,0.22668775539752886,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.2,0.3446302922216522,0.6791081186038421,0.11021024084612085,0.5,1.0,0.5574617454106567,0.0,0.0,1.0,0.8506913723002725,0.6498838324496576,0.5126948365473876,1.0,0.8961291729382221,0.3049698427842946,0.9842385274546949,0.7110156508731125,0.16666666666666666,0.11285910042545755,0.0,1.0,0.5794164672895283
Xiao_2018_2,0.29417252508800096,0.3910241029590722,0.37044149514212643,0.16666666666666666,0.37832172756811616,0.49869888695748,0.359388883796882,0.2,0.0,0.0,0.6872374326762198,0.31303140900262016,0.0,0.4285714285714285,0.0,0.0,0.0,0.4,0.3819915562072973,0.6555425289433645,0.6034015259527064,0.0,0.32942161857093333,0.5121203100789185,0.0,0.0,0.14285714285714285,0.289629053740691,0.5085818959381259,0.8399614793189012,0.2809170330103498,0.7352918048842939,0.24439971879209033,0.7944063460608343,0.5899913089297604,0.8333333333333334,0.4879389396365834,0.0,0.09090909090909083,0.7467807711524106
Xiao_2018_4,0.3193957777782547,0.3905164945849937,0.28619709525721615,0.16666666666666666,0.2523887280917193,0.5082320846714442,0.359388883796882,0.2,0.0,0.0,0.7459577330913678,0.31303140900261384,0.0,0.4285714285714285,0.0,0.0,0.0,0.4,0.24296660253662417,0.6485872738007843,0.6645597196703609,0.0,0.32942161857093333,0.5116333587838695,0.0,0.0,0.0,0.289629053740691,0.5639537024188179,0.8177078162745932,0.36362303161900006,0.6086412044187072,0.18639278341698828,0.37393093331994315,0.5877000714043152,0.6666666666666666,0.5314175807381751,0.0,0.0,0.6503102763717181
Xiao_2018_5,0.30967112356854176,0.3910241029590722,0.35635879307951646,0.16666666666666666,0.38761893425593597,0.4986988869574839,0.359388883796882,0.2,0.0,0.0,0.6872374326762198,0.3130314090026106,0.0,0.5714285714285714,0.0,0.0,0.0,0.4,0.38199155620730263,0.6561309027246813,0.5491192311372839,0.5,0.32942161857093333,0.5121203100789185,0.0,0.0,0.14285714285714285,0.289629053740691,0.5884418769444402,0.8832172223728074,0.18481242092540576,0.6586263790568088,0.2458627179139823,0.37393093331994315,0.5899913089297746,0.8333333333333334,0.5347409949257278,0.0,0.09090909090909083,0.7040168962891198
Xiao_2019_2,0.252933702302679,0.4042695667084941,0.49330804585427446,0.8333333333333334,0.2069009432112672,0.4219087034810409,0.359388883796882,1.0,1.0,0.0,0.9832202579560487,0.3130314090026106,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.2,0.07354008029282211,0.5952379685251692,0.4282692102705964,0.0,0.32942161857093333,0.5276746638667724,0.0,0.0,0.0,0.7929812723018024,0.8824925969545667,0.9760529268606803,0.2707364479358363,0.5455676536590826,0.15836663700837406,0.37393093331994315,0.6814389649718509,0.8333333333333334,0.5056086864724092,0.0,0.0,0.5098586604083359
Xiao_2019_3,0.23582645344527003,0.4072210291481664,0.4483011736501663,0.5,0.29280627168420437,0.41136891647840146,0.359388883796882,0.6000000000000001,1.0,0.0,0.8492773304568466,0.31303140900262016,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.4,0.2681457066015116,0.6164776606183886,0.5262194708367978,0.5,0.32942161857093333,0.5321356955325607,0.0,0.0,0.0,0.5082100303243231,0.805126043355262,1.0,0.17229052412668483,0.6270472236330005,0.14429155207373068,0.9378851936078092,0.702017879839989,0.9999999999999999,0.5310289809965218,0.0,0.09090909090909083,0.6167218890256685
Jia_2018_UC8,0.5855193515368909,0.5206711130320718,0.31957505375051665,0.16666666666666666,0.14812279812693394,0.7583719410862664,0.0,0.2,1.0,0.75,1.0,0.1677972465569831,0.7431078808714661,0.4285714285714285,1.0,1.0,0.42857142857142855,0.0,0.5678584871983987,0.24568667019448098,0.8972047356159766,0.0,0.1859364290387481,0.8249121220907019,1.0,0.5,0.14285714285714285,0.20153420028495383,0.5005021657389337,0.5759117864753533,0.32600768435189315,0.6172209268127953,0.474356465628635,0.38409962528465624,0.9999999999981446,0.5,0.3624113840920793,0.0,0.09090909090909083,0.8340581434283212
Jia_2018_UC12,0.5772140215212991,0.5206711130337673,0.27751650264116723,0.16666666666666666,0.737054936941546,0.8712740100122705,0.0,0.2,1.0,0.75,0.8626112258130725,0.1677972465569678,0.7431078808714661,0.4285714285714285,1.0,1.0,0.42857142857142855,0.0,0.5795876764204668,0.2450762834174045,0.923611764484106,0.0,0.1859364290387481,0.8249121248996842,1.0,0.5,0.14285714285714285,0.20153420028495383,0.3664851662865285,0.4285860628540643,0.29303320415903245,0.5062796317010132,0.45042747468888233,0.38409962528465624,1.0,0.5,0.4833067743434025,0.0,0.09090909090909083,0.7931123018788848
Jia_2018_UC16,0.5671740606074688,0.5206711130337673,0.24806298038570096,0.16666666666666666,1.0000000000000002,0.9999999999999999,0.0,0.2,1.0,0.75,0.7467734362843057,0.16779724655701653,0.7431078808714661,0.4285714285714285,1.0,1.0,0.42857142857142855,0.0,0.5837618898857158,0.24437347677590437,0.9288707290283118,0.0,0.1859364290387481,0.8249121249019216,1.0,0.5,0.14285714285714285,0.20153420028495383,0.2656270120594675,0.29715225460777894,0.2553057018979304,0.4219575719191226,0.43360426174559485,0.38409962528465624,0.9999999999999849,0.5,0.5755786069987443,0.0,0.09090909090909083,0.7646967965310254
Tang_2019_ArabinoC,0.1892422425600897,0.2708500975333039,0.46244877298397635,0.16666666666666666,0.08157759406696165,0.7700769153867477,0.359388883796882,0.2,0.0,0.25,0.43565574586382105,0.046646306414260014,0.20621117144719892,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.17742616259278599,0.8318908694475862,0.5838313938672196,0.0,0.2326327924959686,0.05162623333663818,0.0,0.0,0.14285714285714285,0.0,0.46075644597293053,0.6469408803304231,0.15780937294296568,0.44175743405174484,0.32773921338415146,0.02593016451001868,0.20095049390364794,0.5,0.6677291383737245,1.0,0.09090909090909083,0.48515475951721054
Tang_2019_DideoxyC,0.2956035779470224,0.0,0.6849671514191384,0.0,0.23022801933717243,0.8116830454541601,0.359388883796882,0.2,0.0,0.25,0.25124194611307615,0.27015208320289774,0.316518286257351,0.0,0.0,1.0,0.0,0.0,0.0,0.9724894287133343,0.5081774395390368,0.0,0.2326327924959686,0.0,0.0,0.5,0.0,0.0,0.39216477705560493,0.6162552917026427,0.31316845525506415,0.4442958767406033,0.45527763838690216,0.02593016451001868,0.0,0.0,0.5188368505018586,1.0,0.2727272727272727,0.4501758957020108
Peters_2014_3,0.24915797290709937,0.38248987290284964,0.4825701994506646,0.33333333333333337,0.2588762709746782,0.4336736036004559,0.0,0.4,1.0,0.0,0.6670987472563308,0.31303140900262016,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.24339918264832328,0.1544477617222636,0.7206785869378578,0.0,0.32942161857093333,0.0625701448933027,0.0,0.0,0.14285714285714285,0.4389376814404214,0.7202071274190356,0.747621930888895,0.0,0.6695984224201124,0.0,0.2244511614386589,0.5804228813592482,0.5,0.3476313538761229,0.0,0.09090909090909083,0.4965252108499223
Plank_2016_2,0.3265790743677035,0.3905164945849937,0.347626090809398,0.16666666666666666,0.19718718650860567,0.5082320846714461,0.359388883796882,0.0,0.0,0.0,0.38839643892610454,0.31303140900262016,0.0,0.4285714285714285,0.3333333333333333,0.0,0.0,0.2,0.24296660253662417,0.6555800810814736,0.5631140901959728,0.0,0.32942161857093333,0.5116333587838695,0.0,0.0,0.0,0.289629053740691,1.0,0.8590319152404366,0.02621137448366767,0.3377593449429519,0.09034796199134787,0.37393093331994315,0.5877000714043232,0.33333333333333337,0.0,0.0,0.09090909090909083,0.3533973014415721
Du2021_L_G,0.307924023430828,0.3905164945849937,0.3653019177243406,0.5,0.2591533994183799,0.5082320846714461,0.359388883796882,0.6000000000000001,1.0,0.0,0.7110671738888499,0.31303140900262016,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.2,0.24296660253662417,0.6473716120675506,0.5879658798607704,0.0,0.32942161857093333,0.5116333587838695,0.0,0.0,0.14285714285714285,0.289629053740691,0.6503316158037196,0.7944060685210652,0.22402043514054296,0.6311572244031394,0.26294972748672407,0.37393093331994315,0.5877000714043232,0.6666666666666666,0.4840496943999524,0.0,0.09090909090909083,0.6078285511668826
