ID,MATS3p,SM10_AEA(dm),GATS7s,F07[N-O],VE1sign_Dz(v),VE3sign_D/Dt,P_VSA_charge_4,CATS2D_09_DA,B09[O-O],CATS2D_06_DL,SpMAD_EA(ri),P_VSA_charge_7,CATS2D_04_AA,CATS2D_05_DL,H-052,F05[N-N],SpDiam_AEA(ed),VE1sign_B(p),F10[O-O],nN(CO)2,CATS2D_03_DL,GATS6i,CATS2D_05_DA,C-016
Ma_2019_A,0.2230669623390162,0.3824898729028496,0.3907792115745316,0.5,0.3392016476214654,0.4336736036004559,0.0,0.4,0.0,0.0,0.5196842257121244,0.0,0.4285714285714285,0.0,0.0,0.0,0.2433991826483232,0.0,0.0,0.0,0.0,0.0700412360739815,0.5,0.0
Ma_2019_U,0.2184087339634914,0.2708500975333039,0.5898446623111959,0.0,0.0972426908571906,0.7700769153867477,0.0,0.2,1.0,0.25,0.609883588469442,0.0,0.4285714285714285,0.3333333333333333,0.0,0.0,0.1774261625927859,0.9748922579419111,0.0,1.0,0.0,0.1387815212975693,0.5,1.0
Ma_2019_C,0.1892422425600897,0.2708500975333039,0.4624487729839763,0.1666666666666666,0.0815775940669617,0.7700769153867477,0.359388883796882,0.2,0.0,0.25,0.435655745863821,0.2062111714471989,0.2857142857142857,0.3333333333333333,0.0,0.0,0.1774261625927859,0.8318908694475862,0.0,0.0,0.0,0.3277392133841514,0.5,1.0
Ma_2019_G,0.307924023430828,0.3905164945849937,0.3653019177243406,0.5,0.2591533994183799,0.5082320846714461,0.359388883796882,0.6000000000000001,1.0,0.0,0.7110671738888499,0.0,0.5714285714285714,0.0,0.0,0.2,0.2429666025366241,0.6473716120675506,0.0,0.0,0.0,0.262949727486724,0.6666666666666666,0.0
Ma_2019_dA,0.2779256936905553,0.2909881191939933,0.5823341401480309,0.1666666666666666,0.4040321126066009,0.4573162167016147,0.0,0.4,0.0,0.25,0.5093747840953942,0.0,0.4285714285714285,0.0,0.0,0.0,0.177256538496227,0.0972908845304191,0.0,0.0,0.0,0.2315860726434238,0.0,0.0
Ma_2019_T,0.0,0.0703004472536905,0.688402074695287,0.0,0.230066625093809,0.7711726098496939,0.0,0.2,1.0,0.25,0.8291885138749517,0.1920439197274817,0.4285714285714285,0.0,0.0,0.0,0.0240164805493336,0.6100715283606648,0.0,1.0,0.5,0.0537429648733454,0.0,0.0
Ma_2019_dC,0.2449145144055867,0.0416614316857018,0.7916162050032969,0.0,0.146089393699096,0.7870892449993849,0.359388883796882,0.2,0.0,0.5,0.3414967524808681,0.2062111714471989,0.2857142857142857,0.0,0.0,0.0,0.0054579537898322,1.0,0.0,0.0,0.0,0.5801773256712872,0.0,1.0
Ma_2019_dG,0.364243997938026,0.3052554300710746,0.7490423305347822,0.1666666666666666,0.3293966169734632,0.5398017834983183,0.359388883796882,0.6000000000000001,1.0,0.5,0.7144473976595975,0.0,0.5714285714285714,0.0,0.0,0.2,0.1816015015794327,0.7669530182575719,0.0,0.0,0.0,0.4254527220225093,0.1666666666666666,0.0
Zhao_2016_1,0.2376742386014982,0.3905164945849937,0.409549200864391,0.5,0.2276874104462435,0.5082320846714442,0.359388883796882,0.6000000000000001,1.0,0.0,0.7103974233300683,0.0,0.4285714285714285,0.0,0.0,0.0,0.2429666025366184,0.8361430169176762,0.0,0.0,0.0,0.1363612280674373,0.5,0.0
Zhao_2016_2,0.290732133081199,0.3052554300710746,0.8124432876118755,0.1666666666666666,0.30143360443586,0.5398017834983104,0.359388883796882,0.6000000000000001,1.0,0.5,0.7136900950323266,0.0,0.4285714285714285,0.0,0.0,0.0,0.1816015015794327,0.9137057305192532,0.0,0.0,0.0,0.2944162409286095,0.0,0.0
Zhao_2016_3,0.3055631387868813,0.3905164945849937,0.3599257012770644,0.1666666666666666,0.2325068587189073,0.5082320846714442,0.359388883796882,0.6000000000000001,1.0,0.0,0.6567760155189077,0.0,0.4285714285714285,0.0,0.0,0.0,0.2429666025366184,0.8288765151796615,0.0,0.0,0.0,0.5191335610411532,0.0,0.0
Zhao_2016_6,0.3772832563597074,0.3905164945849937,0.3149948497646571,0.1666666666666666,0.2640495920041373,0.5082320846714461,0.359388883796882,0.6000000000000001,1.0,0.0,0.657447741745699,0.0,0.5714285714285714,0.0,0.0,0.2,0.2429666025366241,0.6364165290732344,0.0,0.0,0.0,0.5754671426663132,0.1666666666666666,0.0
Zhao_2017_2,0.343178022923951,0.3052554300710746,0.7969093100190316,0.1666666666666666,0.2985594995669404,0.5398017834983104,0.4236591586364692,0.6000000000000001,1.0,0.5,0.8340123976888485,0.0,0.4285714285714285,0.0,0.0,0.0,0.1816015015794327,0.9148553733688248,0.0,0.0,0.0,0.2923713044592801,0.1666666666666666,0.0
Zhao_2017_3,0.4226170855036211,0.3052554300710746,0.7969093100190316,0.1666666666666666,0.324661068629349,0.5398017834983183,0.3974263933958214,0.6000000000000001,1.0,0.5,0.8348030641612123,0.0,0.7142857142857143,0.0,0.0,0.4,0.1816015015794327,0.7344720147041786,0.0,0.0,0.0,0.1197921314234342,0.5,0.0
Zhao_2017_5,0.3052227776767597,0.3052554300710746,0.8414829627938576,0.0,0.3211665095590476,0.5398017834983104,0.359388883796882,0.6000000000000001,1.0,1.0,0.8355906513227485,0.2062111714471989,0.2857142857142857,0.0,0.0,0.0,0.1816015015794327,0.9919941847248313,0.0,0.0,1.0,0.3141424653669524,0.0,1.0
Zhao_2017_6,0.3493504239519811,0.3052554300710746,0.7264020083523488,0.0,0.345466081790135,0.5398017834983183,0.359388883796882,0.6000000000000001,1.0,1.0,0.8362575198810447,0.2062111714471989,0.4285714285714285,0.3333333333333333,0.0,0.0,0.1816015015794327,0.8268418263211459,0.0,0.0,0.5,0.6009564317387248,0.0,0.0
Wang_2022_a,0.3107826410925712,0.3905164945849937,0.2925747748996297,0.6666666666666666,0.3424395694821347,0.5082320846714422,0.7187777675937619,0.6000000000000001,0.0,0.0,0.5691962735152813,0.0,0.4285714285714285,0.0,0.0,0.2,0.2429666025366184,0.4820249381300769,0.0,0.0,0.0,0.1483561233538699,0.6666666666666666,0.0
Wang_2022_b,0.3653848294655795,0.3052554300710746,0.6257458501061597,0.1666666666666666,0.4109961068372416,0.5398017834983183,0.7187777675937619,0.6000000000000001,0.0,0.5,0.5655762782871001,0.0,0.4285714285714285,0.0,0.0,0.2,0.1816015015794385,0.5672765732461622,0.0,0.0,0.0,0.2783372197432534,0.1666666666666666,0.0
Wang_2022_c,0.3793184393230821,0.3905164945849937,0.2637863912228457,0.1666666666666666,0.3472069188974572,0.5082320846714422,0.7187777675937619,0.6000000000000001,0.0,0.0,0.5155701625397242,0.0,0.4285714285714285,0.0,0.0,0.2,0.2429666025366184,0.4750691568197644,0.0,0.0,0.0,0.4102477353039839,0.1666666666666666,0.0
Wang_2022_d,0.3107826410925712,0.3905164945849937,0.2925747748996297,0.6666666666666666,0.3424395694821347,0.5082320846714422,0.7187777675937619,0.6000000000000001,0.0,0.0,0.5691962735152813,0.0,0.4285714285714285,0.0,0.0,0.2,0.2429666025366184,0.4820249381300769,0.0,0.0,0.0,0.1483561233538699,0.6666666666666666,0.0
Wang_2022_e,0.3793184393230821,0.3905164945849937,0.2637863912228457,0.1666666666666666,0.3472069188974572,0.5082320846714422,0.7187777675937619,0.6000000000000001,0.0,0.0,0.5155701625397242,0.0,0.4285714285714285,0.0,0.0,0.2,0.2429666025366184,0.4750691568197644,0.0,0.0,0.0,0.4102477353039839,0.1666666666666666,0.0
Park_2003_1,0.1456849668313708,0.1422623564623624,0.9982991063266092,0.6666666666666666,0.1052845013228406,0.2088098040139837,0.0,0.8,1.0,0.25,0.8958408921122505,0.0693208091247934,0.7142857142857143,0.0,0.0,0.8,0.2321564384944356,0.8995535655192954,0.0,1.0,0.0,0.687956182790785,0.3333333333333333,0.0
Park_2003_2,0.1476599384129986,0.1423298965999353,0.9473607216028022,0.6666666666666666,0.134742551324582,0.2406993685268197,0.0,0.8,1.0,0.25,0.9686305373562104,0.3306855379770694,0.7142857142857143,0.0,0.0,0.8,0.1662989905085563,0.880193258747586,0.0,1.0,0.0,0.7090010294388112,0.3333333333333333,0.0
Park_2003_3,0.0592265081233058,0.1422662374622607,1.0,0.6666666666666666,0.1082309024666245,0.0471293677073363,0.0,0.8,1.0,0.25,0.9572233801837396,0.2613647288522746,0.7142857142857143,0.0,0.0,0.8,0.0906910668634428,0.91938616123772,0.0,1.0,0.0,0.4153601026358271,0.3333333333333333,0.0
Park_2003_4,0.0592265081233058,0.1422627952997848,0.9097956209026644,0.6666666666666666,0.0796396646580987,0.0,0.0,0.8,1.0,0.25,0.9667216577468204,0.2613647288522746,0.7142857142857143,0.0,0.0,0.8,0.0720430518713599,0.8869638100127277,0.0,1.0,0.0,1.0,0.3333333333333333,0.0
Park_2003_5,0.2969981255180954,0.1423566416648389,0.905715809035285,0.6666666666666666,0.1383883750918934,0.2209313902249673,0.0,0.8,1.0,0.25,0.8957208239114554,0.1937951756546635,0.7142857142857143,0.0,0.0,0.8,0.1703398150559643,0.891288195612143,0.0,1.0,0.0,0.4768796477495018,0.3333333333333333,0.0
Park_2003_6,0.2151348248574552,0.1422628926234468,0.9408599242934956,0.6666666666666666,0.0382709507086037,0.3338925224420358,0.0,0.8,1.0,0.25,0.8948962433861638,0.1937951756546635,0.7142857142857143,0.0,0.0,0.8,0.0885320740258372,0.8930450018568321,0.0,1.0,0.0,0.8332137849909524,0.3333333333333333,0.0
Park_2003_7,0.2588157066424592,0.1422629020623711,0.7874352892805649,0.6666666666666666,0.0614134479079343,0.5635154484240554,0.0,0.8,1.0,0.25,0.8141027384016652,0.2489487330597401,0.7142857142857143,0.0,0.0,0.8,0.2676617984367029,0.8909047756104476,0.0,1.0,0.0,0.9635788539561304,0.3333333333333333,0.0
Park_2007_2a,0.1158610195167236,0.2948174552249272,0.7040741237047214,0.8333333333333334,0.0438078812985894,0.0972690618417662,0.0,0.8,1.0,0.25,0.9191558469772776,0.0693208091247934,0.7142857142857143,0.3333333333333333,0.0,0.8,0.3504332208819405,0.7643083366007279,0.0,1.0,0.0,0.5573513405432338,0.8333333333333334,0.0
Park_2007_2b,0.0352114116870526,0.294817476783868,0.6333577830021053,0.8333333333333334,0.0201175825925679,0.088331046053269,0.0,0.8,1.0,0.25,0.9925801352236564,0.2613647288522746,0.7142857142857143,0.3333333333333333,0.0,0.8,0.1890998387633082,0.7522948325305221,0.0,1.0,0.0,0.8548946870657601,0.8333333333333334,0.0
Park_2007_2c,0.1897850097151014,0.2948174808476356,0.6585514081614348,0.8333333333333334,0.0,0.3474530561184928,0.0,0.8,1.0,0.25,0.917157666601069,0.1937951756546635,0.7142857142857143,0.3333333333333333,0.0,0.8,0.2068085905023107,0.7581133817291597,0.0,1.0,0.0,0.7097473988592178,0.8333333333333334,0.0
Park_2007_2d,0.2354171317661185,0.2948174811888076,0.5359470118363887,0.8333333333333334,0.114216459196503,0.5621362875810965,0.0,0.8,1.0,0.25,0.8375865006037593,0.2489487330597401,0.7142857142857143,0.3333333333333333,0.0,0.8,0.3859383122548241,0.7560983475204464,0.0,1.0,0.0,0.8534183350104243,0.8333333333333334,0.0
Skilling_2018_5a,0.3854523705317709,0.9999999999400172,0.2390272203388692,0.0,0.4771065369698705,0.8789643820050733,1.0,0.2,0.0,0.5,0.0785934346810055,0.316518286257351,0.5714285714285714,0.3333333333333333,1.0,0.0,0.9790422431487014,0.5881052314562347,1.0,0.0,0.0,0.1280517275528008,0.0,1.0
Skilling_2018_5b,0.3785544105923907,0.9999999999399928,0.2810761450652601,0.0,0.4114693827334232,0.8601151024719147,1.0,0.2,0.0,0.5,0.1333015475896353,0.2613647288522746,0.5714285714285714,0.3333333333333333,1.0,0.0,0.9546686714741176,0.5907381749219061,1.0,0.0,0.0,0.3876789919599028,0.0,1.0
Skilling_2018_5c,0.0631262546204543,1.0000000000000004,0.0349279898474503,0.0,0.362648908531906,0.8567904067216495,1.0,0.2,0.0,0.25,0.3788440928169372,0.2062111714471989,0.5714285714285714,0.6666666666666666,0.5,0.0,0.7303256108072067,0.5569247159433992,1.0,0.0,0.0,0.0066515700099807,0.0,1.0
Skilling_2018_6a,0.4070262856623458,0.9999999999400172,0.0,0.0,0.5035955585195768,0.8980090531508867,1.0,0.2,0.0,0.75,0.0,0.2613647288522746,0.4285714285714285,0.6666666666666666,1.0,0.0,1.0000000000000004,0.5519950048061464,0.5,0.0,0.5,0.021398284111064,0.0,1.0
Skilling_2018_6b,0.4058491755912402,0.9999999999400172,0.0351278054034793,0.0,0.5089480788405812,0.900314843618014,1.0,0.2,0.0,0.75,0.0354103489744446,0.2613647288522746,0.4285714285714285,0.6666666666666666,1.0,0.0,0.9980098081597152,0.5524820555434191,0.5,0.0,0.5,0.0299858535434731,0.0,1.0
Skilling_2018_6c,0.4023486608501384,0.9999999999400172,0.1440525023063346,0.0,0.4909772482332117,0.8918414572453115,1.0,0.2,0.0,0.75,0.121220203493781,0.2613647288522746,0.4285714285714285,0.6666666666666666,1.0,0.0,0.9894736306463394,0.553519405849145,0.5,0.0,0.5,0.0776175153339866,0.0,1.0
Skilling_2018_6d,0.3996159575043939,0.9999999999400172,0.2345824178694625,0.0,0.4544010942081836,0.8789643820050733,1.0,0.2,0.0,0.75,0.1742095517367676,0.2613647288522746,0.4285714285714285,0.6666666666666666,1.0,0.0,0.9790422431487014,0.5543277189045668,0.5,0.0,0.5,0.1314471004593542,0.0,1.0
Skilling_2018_6e,0.3956788808793084,0.9999999999399928,0.3299329434078377,0.0,0.3850199580610215,0.8601151024719147,1.0,0.2,0.0,0.5,0.2368312709286311,0.2613647288522746,0.4285714285714285,0.3333333333333333,1.0,0.0,0.9546686714741176,0.5566770887932402,0.5,0.0,0.5,0.2610635752492261,0.0,1.0
Nuthanakanti_2020_3a,0.2496242612457167,0.2824475313925281,0.5543575313361155,0.1666666666666666,0.4789630976129929,0.9256608586562612,0.0,0.2,1.0,0.75,0.3655361673115038,0.2471974771325583,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4470595244456663,0.4410646431599858,0.0,1.0,0.5,0.3231280553139655,0.3333333333333333,0.0
Nuthanakanti_2020_3b,0.2666203960504628,0.2824475313925281,0.5097753232378532,0.1666666666666666,0.4817312170061714,0.9224093445746264,0.0,0.2,1.0,0.75,0.3081838444248337,0.2471974771325583,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4501967673736824,0.4406229666630008,0.0,1.0,0.5,0.3216548429704584,0.3333333333333333,0.0
Nuthanakanti_2020_3c,0.2804962482719932,0.2824475313925281,0.4740162221783446,0.1666666666666666,0.4789650352501585,0.9166833841895118,0.0,0.2,1.0,0.75,0.2574594434351276,0.2471974771325583,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4521837732618352,0.4401812773237699,0.0,1.0,0.5,0.3209307997882651,0.3333333333333333,0.0
Nuthanakanti_2020_4a,0.3611297655695897,0.2724949722954823,0.4862984757107809,0.1666666666666666,0.4245958258738402,0.9293894072345724,0.0,0.2,1.0,0.5,0.2238436205520422,0.0551535574050765,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4421338496759821,0.9561961487595116,0.0,1.0,0.0,0.426217163971113,0.3333333333333333,1.0
Nuthanakanti_2020_4b,0.3670518091409207,0.2724949722955072,0.4373169151640654,0.1666666666666666,0.4281685721207945,0.9247081179183284,0.0,0.2,1.0,0.5,0.1732100294740259,0.0551535574050765,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4452710925713128,0.9555351840746742,0.0,1.0,0.0,0.4133983460419714,0.3333333333333333,1.0
Nuthanakanti_2020_4c,0.3718309272510759,0.2724949722954823,0.398688957406923,0.1666666666666666,0.4262614599567123,0.9178895705605732,0.0,0.2,1.0,0.5,0.1286408992973751,0.0551535574050765,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4472580984427456,0.9548741332179098,0.0,1.0,0.0,0.4036212256553639,0.3333333333333333,1.0
Seela_2011_1,0.2883390306987611,0.5178609238124015,0.4050869187435875,0.3333333333333333,0.0448338046599778,0.8257599534959749,0.3567656072728172,1.0,0.0,0.5,0.8982526680016498,0.0693208091247934,0.8571428571428571,0.0,0.0,1.0,0.4753346024404252,0.1368591681057895,0.0,0.0,0.0,0.1216272418614785,0.3333333333333333,0.0
Seela_2011_2,0.291521528900568,0.5178609238124015,0.4003051173489733,0.3333333333333333,0.0997662127762916,0.8257599534959749,0.03803750959894,0.8,0.0,0.5,0.88965812348094,0.0693208091247934,1.0,0.0,0.0,0.8,0.4753346024404252,0.1330405983641333,0.0,0.0,0.0,0.507467207484464,0.3333333333333333,0.0
Seela_2011_3,0.346477969707421,0.4530482889966474,0.4524208605354531,0.0,0.2817421008766549,0.7208843014834132,0.3567656072728172,0.4,0.0,0.75,0.6599367098426416,0.605381191661035,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4479199311931086,0.2650690880134642,0.0,0.0,0.0,0.4580874435895961,0.1666666666666666,0.0
Seela_2011_4,0.0756151651071176,0.4530511851617924,0.4283495136513107,0.0,0.0439242861977155,0.6175595843506254,0.3567656072728172,0.4,0.0,0.5,0.6840136186288568,0.5092413285705986,1.0,0.3333333333333333,0.0,0.2,0.4355411403503568,0.289691370214028,0.0,0.0,0.0,0.3320529196893713,0.1666666666666666,0.0
Seela_2011_13,0.2456773496822442,0.5178609238124015,0.4528124349567286,0.3333333333333333,0.0041280257115373,0.8257599534959749,0.0,1.0,0.0,0.75,0.8991568571319544,0.0693208091247934,0.4285714285714285,0.0,0.0,1.0,0.4753346024404252,0.1461409713007917,0.0,0.0,0.5,0.1930673441680395,0.1666666666666666,0.0
Jung_2005,0.130065206146948,0.1422623564623624,0.8900631349034667,0.6666666666666666,0.0175919937066452,0.2088098040139837,0.3567656072728172,0.8,1.0,0.25,0.8958408921122505,0.0693208091247934,0.7142857142857143,0.0,0.0,0.8,0.2321564384944356,0.836735226239353,0.0,1.0,0.0,0.7061044811934245,0.3333333333333333,0.0
Sreenivasachary_2005,0.242063896288847,0.4072210291481664,0.4317319221756373,0.5,0.2847055810079872,0.4113689164783937,0.359388883796882,0.6000000000000001,1.0,0.0,0.8492773304568466,0.0,0.5714285714285714,0.0,0.0,0.4,0.2681457066015,0.6155811975179921,0.0,0.0,0.0,0.1457182719253782,1.0,0.0
Buerkle_2009_b,0.774966698462306,0.456241380876206,0.3610257447828988,1.0,0.3006920972962505,0.9501825937866288,0.359388883796882,0.8,1.0,0.0,0.7741215252599805,0.0,0.5714285714285714,0.0,0.0,0.2,0.1483730836762031,0.5900360241868157,0.5,0.0,0.0,0.2354240816392012,0.0,0.0
Buerkle_2012_8BrG,0.7200060823098748,0.5155213861476766,0.3765035649455515,0.5,0.309471740566441,0.4484304836902315,0.359388883796882,0.6000000000000001,1.0,0.5,0.4322407202159972,1.0,0.5714285714285714,0.6666666666666666,0.0,0.2,0.3198629058153597,0.7377633422566563,0.0,0.0,0.0,0.4710822269966828,0.6666666666666666,0.0
Buerkle_2012_8OMeG,0.2593697519363488,0.5388951177869599,0.6291757881736639,0.5,0.3006008794510559,0.0412024128642527,0.7187777675937619,0.6000000000000001,1.0,0.0,0.5280185576864653,0.0,0.8571428571428571,0.0,0.0,0.2,0.3299153359741495,0.7410393020576467,0.0,0.0,0.0,0.3447202750161708,1.0,0.0
Buerkle_2012_8BrTAcG,1.0,0.554991420728792,0.3524141572579879,1.0,0.3703611976940555,0.946421532660433,0.359388883796882,0.8,1.0,0.25,0.5681009720418082,1.0,0.5714285714285714,0.3333333333333333,0.0,0.2,0.2123494439764384,0.6787969827083644,0.5,0.0,0.0,0.2728088404769417,0.0,0.0
Buerkle_2012_8OMeTAcG,0.7138133069114305,0.5743499170475004,0.4076406181993277,1.0,0.364499359650887,0.9038879118350688,0.7187777675937619,0.8,1.0,0.0,0.6351020902410376,0.0,0.8571428571428571,0.0,0.0,0.2,0.3446302922216522,0.6791081186038421,0.5,0.0,0.0,0.3049698427842946,0.1666666666666666,0.0
Xiao_2018_2,0.2941725250880009,0.3910241029590722,0.3704414951421264,0.1666666666666666,0.3783217275681161,0.49869888695748,0.359388883796882,0.2,0.0,0.0,0.6872374326762198,0.0,0.4285714285714285,0.0,0.0,0.4,0.3819915562072973,0.6555425289433645,0.0,0.0,0.0,0.2443997187920903,0.8333333333333334,0.0
Xiao_2018_4,0.3193957777782547,0.3905164945849937,0.2861970952572161,0.1666666666666666,0.2523887280917193,0.5082320846714442,0.359388883796882,0.2,0.0,0.0,0.7459577330913678,0.0,0.4285714285714285,0.0,0.0,0.4,0.2429666025366241,0.6485872738007843,0.0,0.0,0.0,0.1863927834169882,0.6666666666666666,0.0
Xiao_2018_5,0.3096711235685417,0.3910241029590722,0.3563587930795164,0.1666666666666666,0.3876189342559359,0.4986988869574839,0.359388883796882,0.2,0.0,0.0,0.6872374326762198,0.0,0.5714285714285714,0.0,0.0,0.4,0.3819915562073026,0.6561309027246813,0.5,0.0,0.0,0.2458627179139823,0.8333333333333334,0.0
Xiao_2019_2,0.252933702302679,0.4042695667084941,0.4933080458542744,0.8333333333333334,0.2069009432112672,0.4219087034810409,0.359388883796882,1.0,1.0,0.0,0.9832202579560488,0.0,0.7142857142857143,0.0,0.0,0.2,0.0735400802928221,0.5952379685251692,0.0,0.0,0.0,0.158366637008374,0.8333333333333334,0.0
Xiao_2019_3,0.23582645344527,0.4072210291481664,0.4483011736501663,0.5,0.2928062716842043,0.4113689164784014,0.359388883796882,0.6000000000000001,1.0,0.0,0.8492773304568466,0.0,0.7142857142857143,0.0,0.0,0.4,0.2681457066015116,0.6164776606183886,0.5,0.0,0.0,0.1442915520737306,1.0,0.0
Jia_2018_UC8,0.5855193515368909,0.5206711130320718,0.3195750537505166,0.1666666666666666,0.148122798126934,0.7583719410862664,0.0,0.2,1.0,0.75,1.0,0.7431078808714661,0.4285714285714285,1.0,1.0,0.0,0.5678584871983987,0.2456866701944809,0.0,1.0,0.5,0.474356465628635,0.5,0.0
Jia_2018_UC12,0.5772140215212991,0.5206711130337673,0.2775165026411672,0.1666666666666666,0.737054936941546,0.8712740100122705,0.0,0.2,1.0,0.75,0.8626112258130725,0.7431078808714661,0.4285714285714285,1.0,1.0,0.0,0.5795876764204668,0.2450762834174045,0.0,1.0,0.5,0.4504274746888823,0.5,0.0
Jia_2018_UC16,0.5671740606074688,0.5206711130337673,0.2480629803857009,0.1666666666666666,1.0,1.0,0.0,0.2,1.0,0.75,0.7467734362843057,0.7431078808714661,0.4285714285714285,1.0,1.0,0.0,0.5837618898857158,0.2443734767759043,0.0,1.0,0.5,0.4336042617455948,0.5,0.0
Tang_2019_ArabinoC,0.1892422425600897,0.2708500975333039,0.4624487729839763,0.1666666666666666,0.0815775940669617,0.7700769153867477,0.359388883796882,0.2,0.0,0.25,0.435655745863821,0.2062111714471989,0.2857142857142857,0.3333333333333333,0.0,0.0,0.1774261625927859,0.8318908694475862,0.0,0.0,0.0,0.3277392133841514,0.5,1.0
Tang_2019_DideoxyC,0.2956035779470224,0.0,0.6849671514191384,0.0,0.2302280193371725,0.8116830454541601,0.359388883796882,0.2,0.0,0.25,0.2512419461130761,0.316518286257351,0.0,0.0,1.0,0.0,0.0,0.9724894287133344,0.0,0.0,0.5,0.4552776383869021,0.0,1.0
Peters_2014_3,0.2491579729070993,0.3824898729028496,0.4825701994506646,0.3333333333333333,0.2588762709746782,0.4336736036004559,0.0,0.4,1.0,0.0,0.6670987472563308,0.0,0.5714285714285714,0.0,0.0,0.0,0.2433991826483232,0.1544477617222636,0.0,0.0,0.0,0.0,0.5,0.0
Plank_2016_2,0.3265790743677035,0.3905164945849937,0.347626090809398,0.1666666666666666,0.1971871865086057,0.5082320846714461,0.359388883796882,0.0,0.0,0.0,0.3883964389261045,0.0,0.4285714285714285,0.3333333333333333,0.0,0.2,0.2429666025366241,0.6555800810814736,0.0,0.0,0.0,0.0903479619913478,0.3333333333333333,0.0
Du2021_L_G,0.307924023430828,0.3905164945849937,0.3653019177243406,0.5,0.2591533994183799,0.5082320846714461,0.359388883796882,0.6000000000000001,1.0,0.0,0.7110671738888499,0.0,0.5714285714285714,0.0,0.0,0.2,0.2429666025366241,0.6473716120675506,0.0,0.0,0.0,0.262949727486724,0.6666666666666666,0.0
